"","BioRepID","FilterID","SAMPLE.ID","BIO.REP","DATE..YYYYMMDD.","TIME.START","STATION.START","Latitude.start","Longitude.start","TIME.END","STATION.END","Latitude.end","Longitude.end","Inshore.Offshore","Vol..FILT..REP..1..L.","Vol..FILT..REP..2..L.","SAMPLE.TYPE","NOTES","X","Lat.start..degrees..decimal.minutes.","Lon.start","Lat.end","Lon.end","Storage.box","Experiment","Cruise","Year","Month","SequencingRun","Volume.filtered..mL.","Depth..m.","depth.rank","Collection.method","dist_km","datetime_start","datetime_end","filtration_time_min"
"F082_1_4","F082_1","F082","RL2501_LINE80-80_F082_1","1.0","20250116.0","9:35","80-80","33.4627","-122.5488","13:14","80-90","33.1535","-123.2075","Offshore","17.5","","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","17.5","5","1","MOSAIC-A","70.20679711122557","2025-01-16 09:35:00","2025-01-16 13:14:00","219.0"
"F083_1_1","F083_1","F083","RL2501_LINE80-90_F083_1","1.0","20250116.0","15:17","80-90","33.1347","-123.2587","18:46","80-100","32.8207","-123.8962","Offshore","19.0","","Full transect","Sample sat at room temp overnight before freezing","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","19.0","5","1","MOSAIC-A","68.95800370524591","2025-01-16 15:17:00","2025-01-16 18:46:00","209.0"
"F083_1_2","F083_1","F083","RL2501_LINE80-90_F083_1","1.0","20250116.0","15:17","80-90","33.1347","-123.2587","18:46","80-100","32.8207","-123.8962","Offshore","19.0","","Full transect","Sample sat at room temp overnight before freezing","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","19.0","5","1","MOSAIC-A","68.95800370524591","2025-01-16 15:17:00","2025-01-16 18:46:00","209.0"
"F083_1_3","F083_1","F083","RL2501_LINE80-90_F083_1","1.0","20250116.0","15:17","80-90","33.1347","-123.2587","18:46","80-100","32.8207","-123.8962","Offshore","19.0","","Full transect","Sample sat at room temp overnight before freezing","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","19.0","5","1","MOSAIC-A","68.95800370524591","2025-01-16 15:17:00","2025-01-16 18:46:00","209.0"
"F083_1_4","F083_1","F083","RL2501_LINE80-90_F083_1","1.0","20250116.0","15:17","80-90","33.1347","-123.2587","18:46","80-100","32.8207","-123.8962","Offshore","19.0","","Full transect","Sample sat at room temp overnight before freezing","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","19.0","5","1","MOSAIC-A","68.95800370524591","2025-01-16 15:17:00","2025-01-16 18:46:00","209.0"
"F084_1_1","F084_1","F084","RL2501_LINE80-100_F084_1","1.0","20250116.0","20:59","80-100","32.8892","-123.9517","0:21","76.7-100","33.38","-124.312","Offshore","12.5","","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","12.5","5","1","MOSAIC-A","64.06149209246234","2025-01-16 20:59:00","2025-01-16 00:21:00","202.0"
"F084_1_2","F084_1","F084","RL2501_LINE80-100_F084_1","1.0","20250116.0","20:59","80-100","32.8892","-123.9517","0:21","76.7-100","33.38","-124.312","Offshore","12.5","","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","12.5","5","1","MOSAIC-A","64.06149209246234","2025-01-16 20:59:00","2025-01-16 00:21:00","202.0"
"F084_1_3","F084_1","F084","RL2501_LINE80-100_F084_1","1.0","20250116.0","20:59","80-100","32.8892","-123.9517","0:21","76.7-100","33.38","-124.312","Offshore","12.5","","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","12.5","5","1","MOSAIC-A","64.06149209246234","2025-01-16 20:59:00","2025-01-16 00:21:00","202.0"
"F084_1_4","F084_1","F084","RL2501_LINE80-100_F084_1","1.0","20250116.0","20:59","80-100","32.8892","-123.9517","0:21","76.7-100","33.38","-124.312","Offshore","12.5","","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","12.5","5","1","MOSAIC-A","64.06149209246234","2025-01-16 20:59:00","2025-01-16 00:21:00","202.0"
"F085_1_1","F085_1","F085","RL2501_LINE76.7-100_F085_1","1.0","20250117.0","2:25","76.7-100","33.3923","-124.3124","5:54","76.7-90","33.7189","-123.6315","Offshore","23.0","","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","23.0","5","1","MOSAIC-A","72.79988822089875","2025-01-17 02:25:00","2025-01-17 05:54:00","209.0"
"F085_1_2","F085_1","F085","RL2501_LINE76.7-100_F085_1","1.0","20250117.0","2:25","76.7-100","33.3923","-124.3124","5:54","76.7-90","33.7189","-123.6315","Offshore","23.0","","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","23.0","5","1","MOSAIC-A","72.79988822089875","2025-01-17 02:25:00","2025-01-17 05:54:00","209.0"
"F085_1_3","F085_1","F085","RL2501_LINE76.7-100_F085_1","1.0","20250117.0","2:25","76.7-100","33.3923","-124.3124","5:54","76.7-90","33.7189","-123.6315","Offshore","23.0","","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","23.0","5","1","MOSAIC-A","72.79988822089875","2025-01-17 02:25:00","2025-01-17 05:54:00","209.0"
"F085_1_4","F085_1","F085","RL2501_LINE76.7-100_F085_1","1.0","20250117.0","2:25","76.7-100","33.3923","-124.3124","5:54","76.7-90","33.7189","-123.6315","Offshore","23.0","","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_MAR2026","23.0","5","1","MOSAIC-A","72.79988822089875","2025-01-17 02:25:00","2025-01-17 05:54:00","209.0"
