"","BioRepID","FilterID","SAMPLE.ID","BIO.REP","DATE..YYYYMMDD.","TIME.START","STATION.START","Latitude.start","Longitude.start","TIME.END","STATION.END","Latitude.end","Longitude.end","Inshore.Offshore","Vol..FILT..REP..1..L.","Vol..FILT..REP..2..L.","SAMPLE.TYPE","NOTES","X","Lat.start..degrees..decimal.minutes.","Lon.start","Lat.end","Lon.end","Storage.box","Experiment","Cruise","Year","Month","SequencingRun","Volume.filtered..mL.","Depth..m.","depth.rank","Collection.method","dist_km","datetime_start","datetime_end","filtration_time_min"
"X91925_1_1","X91925_1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1","","","","",""
"X91925_1_2","X91925_1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1","","","","",""
"X91925_1_3","X91925_1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1","","","","",""
"X91925_1_4","X91925_1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1","","","","",""
"F006_2_1","F006_2","F006","RL2501_LINE93.3-50.0_F006_2","2.0","20250104.0","17:35","93.3-50","32.1774","-118.891","18:04","93.3-50","32.1725","-118.8944","Inshore","9.0","","Station","Humpbacks singing","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","9.0","5","1","MOSAIC-E","0.630925231146853","2025-01-04 17:35:00","2025-01-04 18:04:00","29.0"
"F006_2_2","F006_2","F006","RL2501_LINE93.3-50.0_F006_2","2.0","20250104.0","17:35","93.3-50","32.1774","-118.891","18:04","93.3-50","32.1725","-118.8944","Inshore","9.0","","Station","Humpbacks singing","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","9.0","5","1","MOSAIC-E","0.630925231146853","2025-01-04 17:35:00","2025-01-04 18:04:00","29.0"
"F006_2_3","F006_2","F006","RL2501_LINE93.3-50.0_F006_2","2.0","20250104.0","17:35","93.3-50","32.1774","-118.891","18:04","93.3-50","32.1725","-118.8944","Inshore","9.0","","Station","Humpbacks singing","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","9.0","5","1","MOSAIC-E","0.630925231146853","2025-01-04 17:35:00","2025-01-04 18:04:00","29.0"
"F006_2_4","F006_2","F006","RL2501_LINE93.3-50.0_F006_2","2.0","20250104.0","17:35","93.3-50","32.1774","-118.891","18:04","93.3-50","32.1725","-118.8944","Inshore","9.0","","Station","Humpbacks singing","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","9.0","5","1","MOSAIC-E","0.630925231146853","2025-01-04 17:35:00","2025-01-04 18:04:00","29.0"
"F010_1_1","F010_1","F010","RL2501_LINE93.3-80_F010_1","1.0","20250105.0","13:07","93.3-80","31.1821","-120.921","13:34","93.3-80","31.1824","-120.9266","Offshore","11.0","na","Station","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","11.0","5","1","MOSAIC-E","0.534839296971353","2025-01-05 13:07:00","2025-01-05 13:34:00","27.0"
"F010_1_2","F010_1","F010","RL2501_LINE93.3-80_F010_1","1.0","20250105.0","13:07","93.3-80","31.1821","-120.921","13:34","93.3-80","31.1824","-120.9266","Offshore","11.0","na","Station","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","11.0","5","1","MOSAIC-E","0.534839296971353","2025-01-05 13:07:00","2025-01-05 13:34:00","27.0"
"F010_1_3","F010_1","F010","RL2501_LINE93.3-80_F010_1","1.0","20250105.0","13:07","93.3-80","31.1821","-120.921","13:34","93.3-80","31.1824","-120.9266","Offshore","11.0","na","Station","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","11.0","5","1","MOSAIC-E","0.534839296971353","2025-01-05 13:07:00","2025-01-05 13:34:00","27.0"
"F010_1_4","F010_1","F010","RL2501_LINE93.3-80_F010_1","1.0","20250105.0","13:07","93.3-80","31.1821","-120.921","13:34","93.3-80","31.1824","-120.9266","Offshore","11.0","na","Station","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","11.0","5","1","MOSAIC-E","0.534839296971353","2025-01-05 13:07:00","2025-01-05 13:34:00","27.0"
"F022_1_1","F022_1","F022","RL2501_LINE90-90_F022_1","1.0","20250107.0","15:09","90-90","31.4318","-122.0045","19:11","90-80","31.75128","-121.316","Offshore","21.0","na","Full transect","Finwhale, humpback, short beaked common dolphin","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","21.0","5","1","MOSAIC-A","74.3291166133075","2025-01-07 15:09:00","2025-01-07 19:11:00","242.0"
"F022_1_2","F022_1","F022","RL2501_LINE90-90_F022_1","1.0","20250107.0","15:09","90-90","31.4318","-122.0045","19:11","90-80","31.75128","-121.316","Offshore","21.0","na","Full transect","Finwhale, humpback, short beaked common dolphin","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","21.0","5","1","MOSAIC-A","74.3291166133075","2025-01-07 15:09:00","2025-01-07 19:11:00","242.0"
"F022_1_3","F022_1","F022","RL2501_LINE90-90_F022_1","1.0","20250107.0","15:09","90-90","31.4318","-122.0045","19:11","90-80","31.75128","-121.316","Offshore","21.0","na","Full transect","Finwhale, humpback, short beaked common dolphin","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","21.0","5","1","MOSAIC-A","74.3291166133075","2025-01-07 15:09:00","2025-01-07 19:11:00","242.0"
"F022_1_4","F022_1","F022","RL2501_LINE90-90_F022_1","1.0","20250107.0","15:09","90-90","31.4318","-122.0045","19:11","90-80","31.75128","-121.316","Offshore","21.0","na","Full transect","Finwhale, humpback, short beaked common dolphin","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","21.0","5","1","MOSAIC-A","74.3291166133075","2025-01-07 15:09:00","2025-01-07 19:11:00","242.0"
"F031_1_1","F031_1","F031","RL2501_LINE90-30_F031_1","1.0","20250109.0","8:20","90-30","33.4366","-117.8832","9:04","90-28","33.4768","-117.7661","Inshore","15.0","","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","15.0","5","1","MOSAIC-A","11.7643056812852","2025-01-09 08:20:00","2025-01-09 09:04:00","44.0"
"F031_1_2","F031_1","F031","RL2501_LINE90-30_F031_1","1.0","20250109.0","8:20","90-30","33.4366","-117.8832","9:04","90-28","33.4768","-117.7661","Inshore","15.0","","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","15.0","5","1","MOSAIC-A","11.7643056812852","2025-01-09 08:20:00","2025-01-09 09:04:00","44.0"
"F031_1_3","F031_1","F031","RL2501_LINE90-30_F031_1","1.0","20250109.0","8:20","90-30","33.4366","-117.8832","9:04","90-28","33.4768","-117.7661","Inshore","15.0","","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","15.0","5","1","MOSAIC-A","11.7643056812852","2025-01-09 08:20:00","2025-01-09 09:04:00","44.0"
"F031_1_4","F031_1","F031","RL2501_LINE90-30_F031_1","1.0","20250109.0","8:20","90-30","33.4366","-117.8832","9:04","90-28","33.4768","-117.7661","Inshore","15.0","","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","15.0","5","1","MOSAIC-A","11.7643056812852","2025-01-09 08:20:00","2025-01-09 09:04:00","44.0"
"F035_1_1","F035_1","F035","RL2501_LINE88.5-30-1_F035_1","1.0","20250109.0","14:34","88.5-30-1","33.6468","-118.1366","18:15","86.8-32.5","33.8818","-118.4517","Inshore","17.0","na","Full transect","Dolphins and fin whale","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","17.0","5","1","MOSAIC-A","39.1345331029664","2025-01-09 14:34:00","2025-01-09 18:15:00","221.0"
"F035_1_2","F035_1","F035","RL2501_LINE88.5-30-1_F035_1","1.0","20250109.0","14:34","88.5-30-1","33.6468","-118.1366","18:15","86.8-32.5","33.8818","-118.4517","Inshore","17.0","na","Full transect","Dolphins and fin whale","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","17.0","5","1","MOSAIC-A","39.1345331029664","2025-01-09 14:34:00","2025-01-09 18:15:00","221.0"
"F035_1_3","F035_1","F035","RL2501_LINE88.5-30-1_F035_1","1.0","20250109.0","14:34","88.5-30-1","33.6468","-118.1366","18:15","86.8-32.5","33.8818","-118.4517","Inshore","17.0","na","Full transect","Dolphins and fin whale","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","17.0","5","1","MOSAIC-A","39.1345331029664","2025-01-09 14:34:00","2025-01-09 18:15:00","221.0"
"F035_1_4","F035_1","F035","RL2501_LINE88.5-30-1_F035_1","1.0","20250109.0","14:34","88.5-30-1","33.6468","-118.1366","18:15","86.8-32.5","33.8818","-118.4517","Inshore","17.0","na","Full transect","Dolphins and fin whale","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","17.0","5","1","MOSAIC-A","39.1345331029664","2025-01-09 14:34:00","2025-01-09 18:15:00","221.0"
"F042_1_1","F042_1","F042","RL2501_LINE86.7-50_F042_1","1.0","20250110.0","13:23","86.7-50","33.3237","-119.6573","15:19","86.7-55","33.1597","-119.9978","Inshore","10.5","na","Full transect","Humpback whale","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","10.5","5","1","MOSAIC-A","36.5769198959803","2025-01-10 13:23:00","2025-01-10 15:19:00","116.0"
"F042_1_2","F042_1","F042","RL2501_LINE86.7-50_F042_1","1.0","20250110.0","13:23","86.7-50","33.3237","-119.6573","15:19","86.7-55","33.1597","-119.9978","Inshore","10.5","na","Full transect","Humpback whale","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","10.5","5","1","MOSAIC-A","36.5769198959803","2025-01-10 13:23:00","2025-01-10 15:19:00","116.0"
"F042_1_3","F042_1","F042","RL2501_LINE86.7-50_F042_1","1.0","20250110.0","13:23","86.7-50","33.3237","-119.6573","15:19","86.7-55","33.1597","-119.9978","Inshore","10.5","na","Full transect","Humpback whale","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","10.5","5","1","MOSAIC-A","36.5769198959803","2025-01-10 13:23:00","2025-01-10 15:19:00","116.0"
"F042_1_4","F042_1","F042","RL2501_LINE86.7-50_F042_1","1.0","20250110.0","13:23","86.7-50","33.3237","-119.6573","15:19","86.7-55","33.1597","-119.9978","Inshore","10.5","na","Full transect","Humpback whale","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","10.5","5","1","MOSAIC-A","36.5769198959803","2025-01-10 13:23:00","2025-01-10 15:19:00","116.0"
"F060_1_1","F060_1","F060","RL2501_LINE83.3-70_F060_1","1.0","20250113.0","12:17","83.3-70","33.2568","-121.4563","17:29","83.3-60","33.5691","-120.7553","Offshore","14.0","na","Full transect","Around station 60 mixed group of Pacific white sided dophins, Northern right whale dolphins, Sei whale, humpback whale.","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","14.0","5","1","MOSAIC-A","73.832738764504","2025-01-13 12:17:00","2025-01-13 17:29:00","312.0"
"F060_1_2","F060_1","F060","RL2501_LINE83.3-70_F060_1","1.0","20250113.0","12:17","83.3-70","33.2568","-121.4563","17:29","83.3-60","33.5691","-120.7553","Offshore","14.0","na","Full transect","Around station 60 mixed group of Pacific white sided dophins, Northern right whale dolphins, Sei whale, humpback whale.","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","14.0","5","1","MOSAIC-A","73.832738764504","2025-01-13 12:17:00","2025-01-13 17:29:00","312.0"
"F060_1_3","F060_1","F060","RL2501_LINE83.3-70_F060_1","1.0","20250113.0","12:17","83.3-70","33.2568","-121.4563","17:29","83.3-60","33.5691","-120.7553","Offshore","14.0","na","Full transect","Around station 60 mixed group of Pacific white sided dophins, Northern right whale dolphins, Sei whale, humpback whale.","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","14.0","5","1","MOSAIC-A","73.832738764504","2025-01-13 12:17:00","2025-01-13 17:29:00","312.0"
"F060_1_4","F060_1","F060","RL2501_LINE83.3-70_F060_1","1.0","20250113.0","12:17","83.3-70","33.2568","-121.4563","17:29","83.3-60","33.5691","-120.7553","Offshore","14.0","na","Full transect","Around station 60 mixed group of Pacific white sided dophins, Northern right whale dolphins, Sei whale, humpback whale.","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","14.0","5","1","MOSAIC-A","73.832738764504","2025-01-13 12:17:00","2025-01-13 17:29:00","312.0"
"F065_1_1","F065_1","F065","RL2501_LINE84.5-43.5_F065_1","1.0","20250114.0","9:39","84.5-43.5","33.9434","-119.4585","10:28","84-41.7","34.0486","-119.4161","Inshore","12.0","6","Full transect","1000 common dolphins","","3356.6063","-11927.5091","3402.9146","-11924.9641","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","12.0","5","1","MOSAIC-A","12.3089974494329","2025-01-14 09:39:00","2025-01-14 10:28:00","49.0"
"F065_1_2","F065_1","F065","RL2501_LINE84.5-43.5_F065_1","1.0","20250114.0","9:39","84.5-43.5","33.9434","-119.4585","10:28","84-41.7","34.0486","-119.4161","Inshore","12.0","6","Full transect","1000 common dolphins","","3356.6063","-11927.5091","3402.9146","-11924.9641","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","12.0","5","1","MOSAIC-A","12.3089974494329","2025-01-14 09:39:00","2025-01-14 10:28:00","49.0"
"F065_1_3","F065_1","F065","RL2501_LINE84.5-43.5_F065_1","1.0","20250114.0","9:39","84.5-43.5","33.9434","-119.4585","10:28","84-41.7","34.0486","-119.4161","Inshore","12.0","6","Full transect","1000 common dolphins","","3356.6063","-11927.5091","3402.9146","-11924.9641","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","12.0","5","1","MOSAIC-A","12.3089974494329","2025-01-14 09:39:00","2025-01-14 10:28:00","49.0"
"F065_1_4","F065_1","F065","RL2501_LINE84.5-43.5_F065_1","1.0","20250114.0","9:39","84.5-43.5","33.9434","-119.4585","10:28","84-41.7","34.0486","-119.4161","Inshore","12.0","6","Full transect","1000 common dolphins","","3356.6063","-11927.5091","3402.9146","-11924.9641","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","12.0","5","1","MOSAIC-A","12.3089974494329","2025-01-14 09:39:00","2025-01-14 10:28:00","49.0"
"F074_1_1","F074_1","F074","RL2501_LINE81.8-46.9_F074_1","1.0","20250115.0","2:27","81.8-46.9","34.2632","-120.0954","5:14","80-50.5","34.4507","-120.4934","Inshore","11.0","na","Full transect","3 finwhales surrounded by 7 orcas. Lat/lon start time was taken from the 02:32am timestamp since GPS was out at 02:27","","3415.792","-12005.7252","3427.0393","-12029.6063","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","11.0","5","1","MOSAIC-A","42.1097595341506","2025-01-15 02:27:00","2025-01-15 05:14:00","167.0"
"F074_1_2","F074_1","F074","RL2501_LINE81.8-46.9_F074_1","1.0","20250115.0","2:27","81.8-46.9","34.2632","-120.0954","5:14","80-50.5","34.4507","-120.4934","Inshore","11.0","na","Full transect","3 finwhales surrounded by 7 orcas. Lat/lon start time was taken from the 02:32am timestamp since GPS was out at 02:27","","3415.792","-12005.7252","3427.0393","-12029.6063","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","11.0","5","1","MOSAIC-A","42.1097595341506","2025-01-15 02:27:00","2025-01-15 05:14:00","167.0"
"F074_1_3","F074_1","F074","RL2501_LINE81.8-46.9_F074_1","1.0","20250115.0","2:27","81.8-46.9","34.2632","-120.0954","5:14","80-50.5","34.4507","-120.4934","Inshore","11.0","na","Full transect","3 finwhales surrounded by 7 orcas. Lat/lon start time was taken from the 02:32am timestamp since GPS was out at 02:27","","3415.792","-12005.7252","3427.0393","-12029.6063","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","11.0","5","1","MOSAIC-A","42.1097595341506","2025-01-15 02:27:00","2025-01-15 05:14:00","167.0"
"F074_1_4","F074_1","F074","RL2501_LINE81.8-46.9_F074_1","1.0","20250115.0","2:27","81.8-46.9","34.2632","-120.0954","5:14","80-50.5","34.4507","-120.4934","Inshore","11.0","na","Full transect","3 finwhales surrounded by 7 orcas. Lat/lon start time was taken from the 02:32am timestamp since GPS was out at 02:27","","3415.792","-12005.7252","3427.0393","-12029.6063","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","11.0","5","1","MOSAIC-A","42.1097595341506","2025-01-15 02:27:00","2025-01-15 05:14:00","167.0"
"F075_1_1","F075_1","F075","RL2501_LINE80-51_F075_1","1.0","20250115.0","7:34","80-51","34.4184","-120.596","8:52","80-55","34.3124","-120.7949","Inshore","4.0","na","Full transect","8 grey whales from 80-51 to 55","","3425.103","-12035.7573","3418.7422","-12047.6962","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","4.0","5","1","MOSAIC-A","21.7489142044347","2025-01-15 07:34:00","2025-01-15 08:52:00","78.0"
"F075_1_2","F075_1","F075","RL2501_LINE80-51_F075_1","1.0","20250115.0","7:34","80-51","34.4184","-120.596","8:52","80-55","34.3124","-120.7949","Inshore","4.0","na","Full transect","8 grey whales from 80-51 to 55","","3425.103","-12035.7573","3418.7422","-12047.6962","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","4.0","5","1","MOSAIC-A","21.7489142044347","2025-01-15 07:34:00","2025-01-15 08:52:00","78.0"
"F075_1_3","F075_1","F075","RL2501_LINE80-51_F075_1","1.0","20250115.0","7:34","80-51","34.4184","-120.596","8:52","80-55","34.3124","-120.7949","Inshore","4.0","na","Full transect","8 grey whales from 80-51 to 55","","3425.103","-12035.7573","3418.7422","-12047.6962","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","4.0","5","1","MOSAIC-A","21.7489142044347","2025-01-15 07:34:00","2025-01-15 08:52:00","78.0"
"F075_1_4","F075_1","F075","RL2501_LINE80-51_F075_1","1.0","20250115.0","7:34","80-51","34.4184","-120.596","8:52","80-55","34.3124","-120.7949","Inshore","4.0","na","Full transect","8 grey whales from 80-51 to 55","","3425.103","-12035.7573","3418.7422","-12047.6962","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","4.0","5","1","MOSAIC-A","21.7489142044347","2025-01-15 07:34:00","2025-01-15 08:52:00","78.0"
"F077_1_1","F077_1","F077","RL2501_LINE81.2-53.9_F077_1","1.0","20250115.0","14:02","81.2-53.9","34.1359","-120.5878","17:24","80.7-59.9","34.0297","-121.0433","Inshore","9.0","na","Full transect","3 finwhales surrounded by 7 orcas.","","3408.1546","-12035.2703","3401.7828","-12102.5967","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","9.0","5","1","MOSAIC-A","43.6596144818229","2025-01-15 14:02:00","2025-01-15 17:24:00","202.0"
"F077_1_2","F077_1","F077","RL2501_LINE81.2-53.9_F077_1","1.0","20250115.0","14:02","81.2-53.9","34.1359","-120.5878","17:24","80.7-59.9","34.0297","-121.0433","Inshore","9.0","na","Full transect","3 finwhales surrounded by 7 orcas.","","3408.1546","-12035.2703","3401.7828","-12102.5967","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","9.0","5","1","MOSAIC-A","43.6596144818229","2025-01-15 14:02:00","2025-01-15 17:24:00","202.0"
"F077_1_3","F077_1","F077","RL2501_LINE81.2-53.9_F077_1","1.0","20250115.0","14:02","81.2-53.9","34.1359","-120.5878","17:24","80.7-59.9","34.0297","-121.0433","Inshore","9.0","na","Full transect","3 finwhales surrounded by 7 orcas.","","3408.1546","-12035.2703","3401.7828","-12102.5967","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","9.0","5","1","MOSAIC-A","43.6596144818229","2025-01-15 14:02:00","2025-01-15 17:24:00","202.0"
"F077_1_4","F077_1","F077","RL2501_LINE81.2-53.9_F077_1","1.0","20250115.0","14:02","81.2-53.9","34.1359","-120.5878","17:24","80.7-59.9","34.0297","-121.0433","Inshore","9.0","na","Full transect","3 finwhales surrounded by 7 orcas.","","3408.1546","-12035.2703","3401.7828","-12102.5967","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","9.0","5","1","MOSAIC-A","43.6596144818229","2025-01-15 14:02:00","2025-01-15 17:24:00","202.0"
"F080_1_1","F080_1","F080","RL2501_LINE80-70_F080_1","1.0","20250116.0","3:47","80-70","33.8141","-121.8704","7:32","80-80","33.4746","-122.5258","Offshore","13.0","na","Full transect","","","3348.8466","-12152.2217","3328.476","-12231.545","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","13.0","5","1","MOSAIC-A","71.5163918620031","2025-01-16 03:47:00","2025-01-16 07:32:00","225.0"
"F080_1_2","F080_1","F080","RL2501_LINE80-70_F080_1","1.0","20250116.0","3:47","80-70","33.8141","-121.8704","7:32","80-80","33.4746","-122.5258","Offshore","13.0","na","Full transect","","","3348.8466","-12152.2217","3328.476","-12231.545","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","13.0","5","1","MOSAIC-A","71.5163918620031","2025-01-16 03:47:00","2025-01-16 07:32:00","225.0"
"F080_1_3","F080_1","F080","RL2501_LINE80-70_F080_1","1.0","20250116.0","3:47","80-70","33.8141","-121.8704","7:32","80-80","33.4746","-122.5258","Offshore","13.0","na","Full transect","","","3348.8466","-12152.2217","3328.476","-12231.545","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","13.0","5","1","MOSAIC-A","71.5163918620031","2025-01-16 03:47:00","2025-01-16 07:32:00","225.0"
"F080_1_4","F080_1","F080","RL2501_LINE80-70_F080_1","1.0","20250116.0","3:47","80-70","33.8141","-121.8704","7:32","80-80","33.4746","-122.5258","Offshore","13.0","na","Full transect","","","3348.8466","-12152.2217","3328.476","-12231.545","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","13.0","5","1","MOSAIC-A","71.5163918620031","2025-01-16 03:47:00","2025-01-16 07:32:00","225.0"
"F086_1_1","F086_1","F086","RL2501_LINE76.7-90_F086_1","1.0","20250117.0","7:51","76.7-90","33.7149","-123.6153","11:31","76.7-80","34.0549","-122.9407","Offshore","24.0","na","Full transect","","","3342.894","-12336.9198","3403.2963","-12256.4445","2.0","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","24.0","5","1","MOSAIC-A","72.9165252020204","2025-01-17 07:51:00","2025-01-17 11:31:00","220.0"
"F086_1_2","F086_1","F086","RL2501_LINE76.7-90_F086_1","1.0","20250117.0","7:51","76.7-90","33.7149","-123.6153","11:31","76.7-80","34.0549","-122.9407","Offshore","24.0","na","Full transect","","","3342.894","-12336.9198","3403.2963","-12256.4445","2.0","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","24.0","5","1","MOSAIC-A","72.9165252020204","2025-01-17 07:51:00","2025-01-17 11:31:00","220.0"
"F086_1_3","F086_1","F086","RL2501_LINE76.7-90_F086_1","1.0","20250117.0","7:51","76.7-90","33.7149","-123.6153","11:31","76.7-80","34.0549","-122.9407","Offshore","24.0","na","Full transect","","","3342.894","-12336.9198","3403.2963","-12256.4445","2.0","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","24.0","5","1","MOSAIC-A","72.9165252020204","2025-01-17 07:51:00","2025-01-17 11:31:00","220.0"
"F086_1_4","F086_1","F086","RL2501_LINE76.7-90_F086_1","1.0","20250117.0","7:51","76.7-90","33.7149","-123.6153","11:31","76.7-80","34.0549","-122.9407","Offshore","24.0","na","Full transect","","","3342.894","-12336.9198","3403.2963","-12256.4445","2.0","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","24.0","5","1","MOSAIC-A","72.9165252020204","2025-01-17 07:51:00","2025-01-17 11:31:00","220.0"
"F088_2_1","F088_2","F088","RL2501_LINE76.7-80_F088_2","2.0","20250117.0","13:19","76.7-80","34.0479","-122.9549","17:29","76.7-70","34.3876","-122.2461","Offshore","27.0","27","Full transect","","","3402.8713","-12257.2914","3423.254","-12214.7664","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","27.0","5","1","MOSAIC-A","75.4047845435623","2025-01-17 13:19:00","2025-01-17 17:29:00","250.0"
"F088_2_2","F088_2","F088","RL2501_LINE76.7-80_F088_2","2.0","20250117.0","13:19","76.7-80","34.0479","-122.9549","17:29","76.7-70","34.3876","-122.2461","Offshore","27.0","27","Full transect","","","3402.8713","-12257.2914","3423.254","-12214.7664","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","27.0","5","1","MOSAIC-A","75.4047845435623","2025-01-17 13:19:00","2025-01-17 17:29:00","250.0"
"F088_2_3","F088_2","F088","RL2501_LINE76.7-80_F088_2","2.0","20250117.0","13:19","76.7-80","34.0479","-122.9549","17:29","76.7-70","34.3876","-122.2461","Offshore","27.0","27","Full transect","","","3402.8713","-12257.2914","3423.254","-12214.7664","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","27.0","5","1","MOSAIC-A","75.4047845435623","2025-01-17 13:19:00","2025-01-17 17:29:00","250.0"
"F088_2_4","F088_2","F088","RL2501_LINE76.7-80_F088_2","2.0","20250117.0","13:19","76.7-80","34.0479","-122.9549","17:29","76.7-70","34.3876","-122.2461","Offshore","27.0","27","Full transect","","","3402.8713","-12257.2914","3423.254","-12214.7664","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","27.0","5","1","MOSAIC-A","75.4047845435623","2025-01-17 13:19:00","2025-01-17 17:29:00","250.0"
"F095_1_1","F095_1","F095","RL2501_LINE73-50_F095_1","1.0","20250120.0","12:20","73-50","35.6288","-121.2629","13:04","73-52.4","35.5748","-121.4037","Inshore","15.0","na","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","15.0","5","1","MOSAIC-A","14.095301876348","2025-01-20 12:20:00","2025-01-20 13:04:00","44.0"
"F095_1_2","F095_1","F095","RL2501_LINE73-50_F095_1","1.0","20250120.0","12:20","73-50","35.6288","-121.2629","13:04","73-52.4","35.5748","-121.4037","Inshore","15.0","na","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","15.0","5","1","MOSAIC-A","14.095301876348","2025-01-20 12:20:00","2025-01-20 13:04:00","44.0"
"F095_1_3","F095_1","F095","RL2501_LINE73-50_F095_1","1.0","20250120.0","12:20","73-50","35.6288","-121.2629","13:04","73-52.4","35.5748","-121.4037","Inshore","15.0","na","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","15.0","5","1","MOSAIC-A","14.095301876348","2025-01-20 12:20:00","2025-01-20 13:04:00","44.0"
"F095_1_4","F095_1","F095","RL2501_LINE73-50_F095_1","1.0","20250120.0","12:20","73-50","35.6288","-121.2629","13:04","73-52.4","35.5748","-121.4037","Inshore","15.0","na","Full transect","","","","","","","","Winter CalCOFI 2025","RL2501","2025.0","1.0","GGBC_JAN2026","15.0","5","1","MOSAIC-A","14.095301876348","2025-01-20 12:20:00","2025-01-20 13:04:00","44.0"
